,UMAP_1,UMAP_2
1252,1.8484881,6.2680006
1399,5.281541,4.443074
160,-0.016543671,6.7332087
2823,7.0638533,3.0553346
326,3.4840736,7.0593286
762,5.7683454,2.3146822
122,6.026977,3.6894543
3232,5.1119204,1.8174285
1096,0.8735024,6.9888844
1579,-1.1112506,4.7780113
2031,2.7530496,7.208768
296,4.0113444,8.390362
1534,4.7760997,4.6851945
1069,0.6964647,8.026673
2079,0.0658585,4.6954284
2537,2.0938194,8.082857
1663,-0.36505064,6.0339975
1350,0.85748154,5.8332443
1313,6.3334203,3.0605502
3018,1.5856913,6.8350725
574,7.105774,3.3672633
1254,4.997608,4.305972
663,0.93934095,6.3769994
847,5.313049,5.732476
1117,6.6896305,3.8947203
1893,0.43258888,6.781631
2930,4.7911487,5.477266
1014,6.8081346,3.7759218
3238,6.1000323,2.7592082
1182,4.876056,2.3563995
244,0.9699725,6.399344
1910,1.3836085,7.26737
1609,1.181111,5.5811253
958,-0.6529767,5.2578244
1786,2.071494,6.8368964
2264,0.41381776,5.132356
2044,3.2792149,6.7946324
1298,6.869115,3.7410092
548,3.38337,6.7535443
1565,7.2595162,3.038858
3240,0.34785345,8.060425
1762,3.8405232,7.8637824
2343,5.143501,2.071439
54,0.4471033,5.3310328
898,0.34408373,7.9544606
233,5.6111336,2.4799585
2848,4.740561,4.6352816
211,6.3321233,4.0412893
1695,-0.92214036,4.666498
309,3.4247913,7.3358765
48,5.756687,3.6120992
2807,3.472597,6.554698
1622,0.35502854,4.5669513
2693,3.9661345,8.101149
1053,5.137334,1.9428568
2424,1.9022833,7.1539373
690,-0.019241538,6.821934
1552,0.85777295,7.152647
839,5.3557835,2.2661755
192,3.1103942,8.474741
2017,6.015216,2.5491471
1275,6.5559015,3.598017
1022,6.1654825,3.256891
573,1.5019479,7.2384906
1305,7.007298,3.3019962
237,2.1010356,7.1713467
444,1.288038,6.6392817
1610,-1.107585,4.6639137
2771,3.4494624,6.5081754
472,0.7448921,6.509704
1198,0.24730477,4.5962677
1356,4.4441,5.4575086
890,0.5344281,7.576019
1103,0.5726675,7.3925858
1812,0.2733229,5.0573273
1119,0.49581864,7.7377067
3114,-0.77665913,4.6826553
726,2.5013092,7.2422867
1763,4.9727182,2.73268
1023,1.4009416,6.934143
974,5.595959,2.8407748
334,3.6872911,8.662926
1710,7.3011928,3.2431223
1860,3.50323,7.947428
656,5.0504594,6.1577463
2371,4.551702,2.6682804
642,-0.17108697,4.4835005
1627,1.1706654,7.652217
449,1.8338423,8.152445
1422,0.04757782,6.894555
2071,5.3671083,2.0946243
885,0.99414873,5.1813035
1328,-0.028521946,7.673954
302,5.045225,5.8886456
749,4.886582,2.3535895
2000,2.6511433,7.2501097
532,4.606689,5.289614
588,0.06825805,7.3710575
2003,4.6672444,5.795671
1793,1.419822,7.341674
2064,4.033198,7.892992
2090,0.4791087,5.755552
1474,0.60286117,7.4709926
348,5.2242856,2.8321648
1056,6.859229,3.5467732
1075,0.5299434,7.0688524
2903,4.3091793,5.8647943
1357,1.1151932,7.749183
321,4.1356864,8.563383
696,0.4526633,7.8925157
3265,1.1334186,7.5092907
1419,6.9762034,3.2314022
1267,5.2341695,3.5872881
168,-0.03521986,4.973447
1985,3.2128694,6.6665463
1098,3.923206,8.411873
1826,-0.82970035,4.5976157
34,7.0576973,3.121931
2871,3.548524,6.5622554
2243,2.1349363,7.563963
659,0.61516166,6.5626717
1520,-0.87226933,5.455395
2830,4.528307,5.825602
680,1.1924148,6.4179153
2341,1.3678254,5.7468114
415,3.3211994,6.7563844
1413,6.490467,3.8100822
1216,1.9709004,6.3398204
169,2.2712958,8.060786
1091,-0.30992967,7.2009034
3214,5.3599,2.1617358
1143,6.5890336,3.2531374
2800,5.197187,2.56313
66,5.2142186,3.992029
327,3.8635297,8.60558
1371,1.6327034,6.74075
1705,5.9365745,2.5959356
1342,0.8435915,6.7026744
1153,4.8603487,4.4201617
1494,1.4482809,6.1143703
1104,5.256236,3.98117
274,0.44515723,7.695255
1314,7.135046,3.1869218
968,-0.10820175,6.9379025
2703,2.492105,6.9683046
830,0.7206459,7.1372714
1530,-0.44994527,7.3300867
1379,4.5999627,5.2856917
3086,-0.8255433,4.831729
626,4.636038,2.655125
447,3.4898958,7.4997444
1134,0.0074600624,4.4721904
1569,4.751068,2.8843143
1485,0.32774526,6.5838466
1167,-0.53256714,5.1551495
939,6.7050467,3.175603
878,0.23732623,4.9124937
1881,4.953496,2.329713
1203,0.71918434,4.661437
917,0.11679747,4.4798346
2317,5.5729604,2.186142
1081,5.768138,3.4171865
702,0.6957542,6.0060663
1509,2.4557955,6.5605135
1635,5.3621216,2.692638
553,1.9474232,6.451852
920,0.43778086,4.5193286
1887,1.8642446,6.879559
1835,-0.5062052,7.260271
1990,4.89444,5.6584477
816,0.4958963,5.3472652
1250,4.6843266,2.6015007
782,-0.86678386,5.00186
176,4.7019143,5.2539907
215,1.1893251,6.4367676
172,-0.91537476,4.774061
1280,1.6704684,6.356008
1702,5.523547,2.2264411
371,3.837889,8.580975
2777,3.9867027,8.068279
955,-0.88246137,5.16071
187,5.4637995,3.199582
1115,-0.5313478,4.738982
124,3.4893384,8.536262
888,0.12496567,6.790166
1953,3.5999978,8.254726
1428,0.53910977,5.7558312
581,5.814792,3.1834166
1064,0.44047144,6.331629
2351,5.142703,4.1774826
1834,4.7822895,4.5585294
81,0.98545164,5.149297
455,4.7315288,5.59307
3279,-0.61746395,4.644477
1256,7.2449927,3.3612182
264,5.283239,3.5714269
2479,2.158058,6.8159175
1149,-0.18135582,5.035457
1169,1.1588111,5.7857275
1967,3.8737817,8.477177
2813,4.80765,5.8847218
3095,-0.6600856,5.0011835
2455,4.54279,5.1433463
1722,0.5486365,5.093458
119,7.0255466,3.5366457
3288,5.1957207,2.2378554
3104,-0.20052429,7.314409
2954,3.7467177,8.57992
1956,4.9697595,1.8132885
1922,0.08291367,7.083975
1262,5.4416924,2.4029896
2070,2.174138,6.936872
1642,5.353454,2.0521338
